C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_44_668.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_44_668.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_44_668.jpg, 0, 0, 0, 8.046874E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_44_771.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_44_771.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_44_771.jpg, 0, 0, 0, 7.797795E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_44_874.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_44_874.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_44_874.jpg, 0, 0, 0, 7.974081E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_44_976.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_44_976.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_44_976.jpg, 0, 0, 0, 7.797385E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_45_078.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_45_078.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_45_078.jpg, 0, 0, 0, 7.729777E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_45_182.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_45_182.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_45_182.jpg, 0, 0, 0, 7.933339E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_45_282.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_45_282.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_45_282.jpg, 0, 0, 0, 7.883469E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_45_382.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_45_382.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_45_382.jpg, 0, 0, 0, 8.19667E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_45_484.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_45_484.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_45_484.jpg, 0, 0, 0, 7.788216E-05
C:\Users\khris\Desktop\Data\IMG\center_2020_04_11_15_39_45_584.jpg, C:\Users\khris\Desktop\Data\IMG\left_2020_04_11_15_39_45_584.jpg, C:\Users\khris\Desktop\Data\IMG\right_2020_04_11_15_39_45_584.jpg, 0, 0, 0, 8.094445E-05
